,table_index,table_size,party_size,enter_time,leaving_time,bill_amount
137,8,4,4,1538622581.6560857,1538624599.3135746,44.697978476756305
138,8,4,2,1538624599.3135746,1538626030.8996415,21.13934172678489
139,9,6,2,1538614904.5157366,1538616343.454398,21.13672853952997
140,9,6,4,1538616343.454398,1538617680.7652829,19.480642225867054
141,9,6,2,1538617680.7652829,1538619877.8180737,17.538282279957038
142,9,6,4,1538619877.8180737,1538621436.9178042,35.97147985896941
143,9,6,2,1538623582.1312451,1538624976.1562204,12.660423642400477
144,9,6,1,1538625506.3980248,1538627257.5315595,9.339124651447431
145,10,6,2,1538616561.740966,1538618524.0980644,13.056424649784931
146,10,6,2,1538623373.1153917,1538624853.688378,30.67644972824835
147,10,6,1,1538624853.688378,1538626505.8773692,24.078240978754017
148,11,6,3,1538614924.4631438,1538616630.9748225,48.95010014248333
149,11,6,3,1538616630.9748228,1538618134.5640943,29.06127665402881
150,11,6,3,1538618134.564094,1538619850.6583278,33.01233941917247
151,11,6,2,1538621221.1982758,1538622920.9931238,24.386202819200037
152,11,6,2,1538622920.9931238,1538624695.44022,25.155328982104596
153,11,6,1,1538624695.44022,1538626353.8563166,20.630493894839745
154,12,6,3,1538617542.1630774,1538619361.779417,36.67997010920415
155,12,6,4,1538621851.8890598,1538623629.1641638,71.38864042726559
156,12,6,1,1538623629.1641638,1538625575.9346607,-5.42659931070758
157,12,6,3,1538625575.9346607,1538627431.9077265,9.961489097266684
158,1,2,1,1538702238.810592,1538704160.312798,-6.712466483639464
159,1,2,2,1538705003.2700436,1538706829.0886645,22.733365225564686
160,1,2,2,1538706829.0886645,1538708311.9913845,16.746935333639648
161,1,2,1,1538708827.3418245,1538710945.1344268,27.61879372998198
162,2,2,2,1538702026.7195015,1538703835.9254854,38.82315783795565
163,2,2,2,1538703835.9254854,1538705506.060009,38.66045593016406
164,2,2,2,1538705506.060009,1538706786.2216306,35.48303944221163
165,2,2,1,1538707121.2568352,1538708962.309553,18.487421070950486
166,2,2,2,1538708962.309553,1538710494.5180755,41.199725909130635
167,3,2,2,1538701887.5411525,1538703983.474833,9.243940299316879
168,3,2,1,1538704021.3782067,1538705812.803292,18.235819270339835
169,3,2,2,1538705812.803292,1538707579.0658648,33.082804543234886
170,3,2,2,1538707579.0658648,1538709315.5744407,40.95328542671956
171,3,2,2,1538709315.5744407,1538711159.9439564,28.656205976934352
172,3,2,2,1538711159.9439564,1538713043.7550693,22.461685038707856
173,4,2,2,1538701226.5421977,1538702602.1290624,24.946293487116105
174,4,2,1,1538702602.1290622,1538704519.8001752,16.35241205512427
175,4,2,2,1538704519.8001754,1538706105.5755777,24.163120655687614
176,4,2,1,1538706105.5755775,1538708496.6208887,19.807845305792867
177,4,2,2,1538708496.6208887,1538710405.9286528,30.94766960415406
178,4,2,2,1538710405.9286528,1538711773.648709,15.43775861827664
179,5,4,1,1538701748.6196654,1538703228.294745,39.249754222181664
180,5,4,3,1538711525.3781853,1538713601.824252,25.79102540965547
181,6,4,2,1538702943.3384738,1538704764.457232,25.180253689277706
182,6,4,2,1538704764.457232,1538706021.0760527,22.82478394233735
183,6,4,3,1538709016.7672927,1538710672.345874,18.25554532553505
184,6,4,4,1538710672.3458743,1538712939.7433975,36.75667347437036
185,7,4,2,1538701274.7323103,1538703221.0808976,28.340607838047717
186,7,4,4,1538704398.1766565,1538706258.9262311,31.94749174254988
187,7,4,2,1538706258.9262311,1538708134.7852902,13.128180180930809
188,7,4,3,1538708134.7852902,1538709683.8612382,53.81067640813725
189,7,4,3,1538709683.8612382,1538711609.2587912,41.2435705629311
190,7,4,3,1538711609.2587912,1538713626.405342,47.283960059369456
191,8,4,3,1538702613.3170073,1538704253.9242718,31.05990517192416
192,8,4,4,1538704253.924272,1538706102.7677448,29.96686622507606
193,8,4,4,1538706102.7677448,1538708115.3886995,24.270591723539198
194,8,4,2,1538708115.3886995,1538709781.0249372,40.1912322371104
195,8,4,2,1538709781.0249372,1538711295.6539066,36.66610935819028
196,8,4,3,1538711295.6539066,1538712776.9638855,25.96301460902597
197,9,6,2,1538704138.249515,1538706191.353236,17.1177435395409
198,9,6,3,1538706191.3532362,1538708087.134098,33.93806518936228
199,9,6,1,1538710766.216393,1538713127.4375124,17.14173163226384
200,10,6,2,1538702551.0521235,1538704273.8161335,32.98484606301851
201,10,6,4,1538704273.8161335,1538706313.4922113,27.227438281675067
202,10,6,3,1538708082.0367627,1538710273.7796917,25.490079966349818
203,10,6,2,1538710273.7796915,1538712011.7726884,35.278940950572014
204,11,6,4,1538702411.0192559,1538703975.4450743,57.24115697907665
205,11,6,3,1538703975.445074,1538705917.6613767,40.79949568870254
206,11,6,2,1538705917.6613767,1538707427.5701761,22.110083607660176
207,11,6,1,1538707427.5701761,1538709113.2104251,16.56606730694794
208,11,6,3,1538709113.2104251,1538710864.1238065,38.70484053525232
209,11,6,2,1538710864.1238065,1538712118.1660347,31.659777282774485
210,12,6,5,1538704064.6026886,1538705415.0710614,35.720193139596795
211,12,6,2,1538705825.2401903,1538707333.7640169,13.304842540056846
212,12,6,3,1538707333.7640169,1538709299.931543,27.111765266849396
213,12,6,2,1538709603.2018948,1538711190.2858694,6.280103269123842
214,12,6,1,1538711190.2858691,1538713264.6564927,5.809137051915409
215,1,2,1,1538787635.4617147,1538789126.6087377,20.495672669692514
216,1,2,2,1538789126.6087377,1538791113.7587788,28.79775188680231
217,1,2,2,1538791113.7587786,1538792940.4836571,48.89409697288312
218,1,2,2,1538792940.4836571,1538794339.4188,40.860246072508616
219,1,2,1,1538794339.4188004,1538796138.3255985,11.28894958980948
220,1,2,1,1538796138.3255985,1538797715.4997642,29.331097628171122
221,1,2,2,1538797715.499764,1538799227.6437373,25.012047000256434
222,2,2,2,1538788772.6760943,1538790373.5187414,12.200886249070864
223,2,2,2,1538790373.5187414,1538792114.862525,20.489700163776977
224,2,2,2,1538792114.862525,1538794148.6456606,8.174395991227861
225,2,2,2,1538794148.6456606,1538796099.023129,22.65036094079817
226,2,2,1,1538796099.0231287,1538797845.0386047,14.110752270737873
227,2,2,2,1538797845.038605,1538799663.0101,43.52618552899362
228,3,2,2,1538787693.2829442,1538789639.7046647,20.80034838366772
229,3,2,2,1538789639.7046647,1538791360.453102,21.240678498178386
230,3,2,2,1538791360.453102,1538792778.0889225,21.812688392913245
231,3,2,2,1538792778.0889225,1538794416.070715,33.76871939255923
232,3,2,2,1538794798.547222,1538797158.3765843,45.00096488142195
233,3,2,2,1538797158.3765843,1538799295.327504,27.277110414737354
234,4,2,2,1538788188.859727,1538789676.3623874,23.12252819288047
235,4,2,1,1538789676.3623874,1538791904.934887,10.342388438204457
236,4,2,2,1538791904.9348872,1538793990.8988807,7.668429540584061
237,4,2,1,1538793990.8988807,1538795677.4473639,5.582214633905458
238,4,2,2,1538795677.4473636,1538797623.2331004,36.0264295513271
239,4,2,2,1538797623.2331004,1538799638.0007575,11.98134827151731
240,5,4,3,1538787631.80849,1538788976.7226543,44.85957601108473
241,5,4,2,1538788976.7226543,1538790735.3213396,47.75809458066064
242,5,4,2,1538790735.3213396,1538792367.2373261,19.42187883150834
243,5,4,4,1538792367.2373264,1538794096.6062295,22.40371392239432
244,5,4,2,1538794096.6062295,1538795718.0867891,35.86291488368583
245,5,4,3,1538795718.0867891,1538796993.5132155,42.453973102717654
246,5,4,3,1538796993.5132155,1538798682.187771,48.02440063778283
247,6,4,2,1538788664.608103,1538790259.7417903,25.521609411663434
248,6,4,3,1538791287.986573,1538793275.1915975,14.270256690455799
249,6,4,2,1538793275.1915972,1538794603.8156216,21.20694639662367
250,6,4,2,1538794603.8156216,1538796421.0391753,30.36893480128179
251,6,4,3,1538796421.0391755,1538798824.6025016,39.948709682293625
252,7,4,2,1538787781.7152843,1538789458.8215678,22.637040502602296
253,7,4,2,1538789458.8215678,1538791210.152728,28.958670898819427
254,7,4,1,1538793340.8354464,1538794753.696937,42.31623606581614
255,7,4,2,1538794753.6969373,1538796187.3829606,5.49303793682952
256,7,4,2,1538796203.8338828,1538797431.0480344,22.222758514304772
257,7,4,2,1538797431.0480344,1538799997.0959728,-1.7613977517604305
258,8,4,3,1538788237.449844,1538790067.03737,36.35858336638625
259,8,4,4,1538790067.0373702,1538791819.1201012,66.01525418126238
260,8,4,2,1538791819.1201012,1538793792.6806593,29.42773630483469
261,8,4,4,1538793792.6806593,1538795648.5949793,64.24251670988207
262,8,4,2,1538795648.5949793,1538797423.7496047,10.854973925135502
263,8,4,3,1538797423.7496047,1538798901.5885954,47.112640655172385
264,9,6,2,1538789645.8267431,1538791510.093432,34.5075216721804
265,9,6,2,1538791510.093432,1538793299.4899464,36.17773483125021
266,9,6,4,1538793299.4899464,1538795372.0438962,35.99573777963825
267,9,6,5,1538795372.0438962,1538797305.242069,46.219949847247634
268,9,6,3,1538798221.5065978,1538799895.6588035,40.128381141940146
269,10,6,2,1538788253.3255432,1538789698.5387661,34.5576674652757
270,10,6,3,1538789698.538766,1538791348.0541294,24.26481193978684
271,10,6,4,1538791348.0541294,1538793313.4177,53.36170130170279
272,10,6,4,1538793313.4177,1538795190.8898141,41.187172005894205
273,10,6,4,1538795190.8898141,1538796682.3492236,25.723814589082753
274,10,6,3,1538796682.3492236,1538798506.591859,24.763978130673003
275,11,6,1,1538788545.8705053,1538790634.632118,9.533343439240387
276,11,6,4,1538790634.632118,1538792337.8210049,54.06980396579813
277,11,6,2,1538792337.8210049,1538794443.8634439,29.992012332191187
278,11,6,2,1538794443.8634439,1538796269.9403913,33.16786527190192
279,11,6,2,1538796269.940391,1538797703.451953,16.18178026642476
280,11,6,1,1538797703.451953,1538799015.3372571,15.192142067757132
281,12,6,1,1538787694.251007,1538789370.6632113,27.23265837598774
282,12,6,3,1538789370.663211,1538791136.8180063,51.35676850765108
283,12,6,4,1538791136.8180063,1538793300.386094,42.21772906997409
284,12,6,4,1538793300.386094,1538796009.456398,59.03029541633792
285,12,6,2,1538796009.4563978,1538797725.561841,30.704619903962104
286,12,6,3,1538797725.5618412,1538799918.0364616,53.51828239489838
287,1,2,2,1538874510.1021981,1538875961.1981566,31.746478821286964
288,1,2,2,1538877395.6064312,1538879288.7484467,24.405285279082356
289,1,2,1,1538879288.7484467,1538881101.614171,4.431449082408481
290,1,2,2,1538881287.565772,1538883288.0203388,33.33136769236074
291,1,2,2,1538883288.0203388,1538885253.895636,24.345534058427265
292,2,2,2,1538874272.1840875,1538876495.4075441,48.89243862463476
293,2,2,2,1538876495.4075444,1538878388.284695,13.671818432937831
294,2,2,2,1538878388.284695,1538880571.354334,24.710352487236765
295,2,2,2,1538880571.354334,1538882826.7760959,34.96162732265525
296,2,2,2,1538882826.7760959,1538884585.9998477,29.763189824418582
297,2,2,2,1538884585.9998477,1538886397.0409858,29.858489020996814
298,3,2,2,1538875316.8893244,1538876860.7362685,16.15509300303054
299,3,2,2,1538876860.7362685,1538878864.565096,31.289051059154602
300,3,2,2,1538878864.5650957,1538881108.825312,23.80253895483805
301,3,2,1,1538881108.825312,1538882504.1321785,16.5595554394613
302,3,2,2,1538882504.1321785,1538883963.3611865,36.971328614196466
303,4,2,2,1538875114.667462,1538877037.91204,57.30907969318986
304,4,2,2,1538877037.91204,1538878749.6580179,36.266572825370595
305,4,2,1,1538878749.6580179,1538880671.1220467,5.9763987683286945
306,4,2,2,1538880671.1220467,1538882556.0366085,46.625360849203304
307,4,2,2,1538882556.0366082,1538884234.3222806,39.426002601546195
308,5,4,2,1538874341.334959,1538876277.115164,12.132953542176782
309,5,4,2,1538879007.4210756,1538881004.7370763,19.59718981360062
310,5,4,1,1538881004.7370763,1538882154.8702395,13.64132357418532
311,5,4,3,1538882154.8702395,1538883948.2531323,40.35513158883846
312,5,4,2,1538883948.2531323,1538886514.3902183,24.48190141379605
313,6,4,2,1538874301.4053795,1538875831.6404588,21.094282540230246
314,6,4,2,1538875831.6404588,1538878258.9815166,24.97248866149407
315,6,4,2,1538878258.9815164,1538880239.6809251,23.097104062412885
316,6,4,3,1538880239.6809254,1538882169.2191627,58.70709118823348
317,6,4,4,1538882296.2070014,1538883856.8160975,43.96950812375654
318,6,4,2,1538884310.8155413,1538885733.970445,34.57886993464583
319,7,4,4,1538875473.6546426,1538877671.526841,66.37737370384467
320,7,4,2,1538877671.526841,1538879100.165926,28.23466349686288
321,7,4,2,1538879100.165926,1538880604.8468027,17.258868851500914
322,7,4,2,1538880604.8468027,1538881918.105929,21.759787946692665
323,7,4,1,1538881918.105929,1538884538.8866649,11.302647076424309
324,7,4,1,1538884538.8866649,1538886210.1310596,24.104615762102803
325,8,4,4,1538874363.8586032,1538875737.7670755,46.52158518432096
326,8,4,1,1538875737.7670755,1538877648.2001114,18.723259506044485
327,8,4,3,1538877648.2001112,1538879549.8729038,12.35832705430681
328,8,4,2,1538879549.8729038,1538881679.922496,44.9376206881507
329,8,4,2,1538881679.922496,1538883224.8302994,32.95657282275262
330,8,4,2,1538883224.8302994,1538884750.2037544,37.040670057723524
331,8,4,1,1538884750.2037544,1538886775.7433524,32.23401720447162
332,9,6,2,1538874010.9887993,1538875785.1480734,35.56927234942537
333,9,6,2,1538875785.1480734,1538877280.2141693,20.914327567529043
334,9,6,1,1538877280.2141693,1538880163.6724353,23.701242124688275
335,9,6,2,1538880163.6724353,1538882204.108757,15.244972024012245
336,9,6,4,1538882204.1087568,1538884308.432903,44.49648702787366
337,9,6,3,1538884308.432903,1538886338.2063003,32.72399198882867
338,10,6,4,1538874744.51753,1538876174.3365293,35.752998110931294
339,10,6,4,1538876174.3365293,1538877512.3331707,35.142650055236246
340,10,6,2,1538878484.7741666,1538880197.8903995,33.97060994552692
341,10,6,2,1538880197.8903995,1538881699.537873,26.52968952199021
342,10,6,3,1538881699.537873,1538883740.1533463,36.96304479842411
343,10,6,4,1538883740.1533463,1538885529.1583097,23.970606929399104
344,11,6,2,1538875886.4163976,1538877871.2815938,15.080020534254755
345,11,6,4,1538877871.2815938,1538879980.6022854,38.441072519678336
346,11,6,2,1538879980.6022854,1538882002.5209322,32.17394155524177
347,11,6,2,1538882002.5209322,1538883433.580458,30.647428146088792
348,11,6,2,1538883433.580458,1538885190.7426965,41.82974990628752
349,12,6,2,1538875607.755888,1538877150.8474991,28.818195501960556
350,12,6,2,1538877150.8474991,1538878821.8383489,25.9774853081316
351,12,6,2,1538878821.8383489,1538880748.2485952,40.614946711704235
352,12,6,3,1538881164.1468096,1538882992.772737,46.26503497452707
353,12,6,4,1538882992.772737,1538884383.6268065,51.93122962525725
354,12,6,1,1538884383.6268065,1538886658.8163507,17.29846636699037
355,1,2,2,1538960510.4585352,1538961998.2796845,40.01366811408043
356,1,2,1,1538961998.2796848,1538963829.500905,26.547897580524253
357,1,2,2,1538963829.500905,1538965488.8480473,31.19706554977113
358,1,2,2,1538965488.8480473,1538967408.023593,41.0048944061796
359,1,2,1,1538967408.023593,1538969175.7451782,9.190832688435794
360,1,2,2,1538969175.7451782,1538970677.7114186,36.523447522184796
361,1,2,2,1538970677.7114186,1538972742.1982403,22.55439487261623
362,2,2,1,1538961757.8283746,1538963610.2675657,30.575167919639473
363,2,2,2,1538963610.2675657,1538965183.6939476,35.456544200151
364,2,2,2,1538965183.6939476,1538967229.2044342,27.938965097205845
365,2,2,2,1538967229.2044342,1538969078.7697854,21.418297815464772
366,2,2,2,1538969078.7697854,1538970428.397951,35.72355018384802
367,2,2,2,1538970428.3979506,1538972010.5416112,13.489749502991694
368,3,2,1,1538960442.5716689,1538962554.988915,13.714005905216471
369,3,2,2,1538962554.9889152,1538964540.2185998,30.32052100351479
370,3,2,2,1538964540.2185998,1538966238.4952343,32.996542611460264
371,3,2,1,1538966238.4952343,1538967924.5431945,2.9810494566198784
372,3,2,1,1538967924.5431945,1538969103.4674234,17.744832533171692
373,3,2,2,1538969103.4674234,1538970656.6733212,11.721993571551186
374,3,2,2,1538970656.6733212,1538972347.47114,43.78339008180843
375,4,2,2,1538960754.631106,1538963547.8515034,24.623576546890458
376,4,2,2,1538963547.8515034,1538965318.3808699,15.75890337635979
377,4,2,2,1538965318.3808699,1538967479.8672864,35.107629353264144
378,4,2,2,1538967479.8672867,1538969601.524648,16.243039791548746
379,4,2,2,1538969794.292255,1538971433.5034063,14.428989347624151
380,5,4,4,1538960574.300736,1538962192.1077456,29.758973493429767
381,5,4,1,1538962200.4202764,1538964104.6609163,32.79489621294431
382,5,4,2,1538964104.6609163,1538965784.3060493,35.64836544178157
383,5,4,2,1538965784.3060493,1538967967.344427,18.25690681927138
384,5,4,2,1538967967.344427,1538969576.8875003,40.05759784604341
385,5,4,2,1538970123.57403,1538971173.2336001,15.270391082826018
386,5,4,3,1538971173.2336001,1538972771.1024537,32.88724882051004
387,6,4,3,1538961909.261746,1538964578.2099252,28.16111256891092
388,6,4,4,1538964578.2099252,1538966692.9666708,31.35179226035602
389,6,4,4,1538966692.9666708,1538968865.2573729,25.806244126131556
390,6,4,3,1538968865.2573729,1538970823.0037513,43.66238675412346
391,6,4,2,1538970823.0037513,1538972195.0805604,26.404400058709676
392,7,4,2,1538960874.4459293,1538962712.5412397,36.49847501368799
393,7,4,3,1538962712.5412395,1538964532.774354,41.4117192596633
394,7,4,3,1538964532.774354,1538966642.6194873,20.390325665069927
395,7,4,4,1538966642.6194873,1538968620.8582473,33.50415358301956
396,7,4,2,1538968620.8582473,1538970730.0065773,35.43938340887469
397,7,4,2,1538970730.0065775,1538972984.5543432,28.194218010848495
398,8,4,2,1538960880.7463639,1538962402.1556401,15.890865609577467
399,8,4,4,1538962402.1556401,1538963989.9198086,28.601809146318907
400,8,4,2,1538963989.9198086,1538965905.826799,20.18549271728428
401,8,4,4,1538965905.826799,1538967559.2519488,64.86734538026452
402,8,4,2,1538967559.2519488,1538969332.6898825,28.238999576430885
403,8,4,4,1538969332.6898825,1538971371.6172504,39.372772975941125
404,9,6,1,1538960527.8714173,1538962250.2736654,25.976213260215864
405,9,6,2,1538962250.2736657,1538964276.6126635,18.908388387257084
406,9,6,4,1538964276.6126633,1538966431.4690719,34.38864929912221
407,9,6,3,1538966431.469072,1538967900.556715,41.158691495297305
408,9,6,4,1538967900.5567148,1538969647.1199563,35.63693037840693
409,9,6,2,1538969647.1199563,1538971501.3414176,1.968354109191118
410,10,6,1,1538960853.827936,1538962680.6872191,20.88913123150705
411,10,6,3,1538962680.6872191,1538964937.5586283,25.268768526202127
412,10,6,2,1538964937.5586286,1538966453.7251825,11.556761636096677
413,10,6,1,1538966786.7251086,1538968300.4722292,-0.3383739179149501
414,10,6,2,1538968300.4722292,1538970293.9071114,28.60553738649844
